Location list generated 2022-04-27  9:57 AM UTC

Eyak River entrance, Alaska                         Sub 60.4667° N, 145.6667° W
Ezaki, Hyogo, Japan                                 Ref 34.6000° N, 134.9830° E
Fairhaven, Herring Bay, Maryland                    Sub 38.7500° N,  76.5500° W
Fairhaven, New Brunswick                            Ref 44.9667° N,  67.0167° W
Fairway Island, Alaska                              Sub 57.4500° N, 134.8833° W
Fairway Island, Alaska                              Sub 57.4500° N, 134.8833° W
Fajardo Harbor (channel), Puerto Rico Current       Sub 18.3333° N,  65.6167° W
Fakaofo Island, Tokelau Islands                     Sub  9.3833° S, 171.2500° W
Falcon Arm, Slocum Arm, Alaska                      Sub 57.5500° N, 135.9333° W
Falcon Arm, Slocum Arm, Chichagof Island, Alaska    Sub 57.5500° N, 135.9333° W
Falkner Island, Connecticut                         Sub 41.2167° N,  72.6500° W
Fall River, Massachusetts                           Sub 41.7333° N,  71.1333° W
Fall River, Narragansett Bay, Massachusetts         Ref 41.7050° N,  71.1633° W
Fall River, Narragansett Bay, Massachusetts (sub)   Sub 41.7050° N,  71.1633° W
Fall River, State Pier, Narragansett Bay, Rhode Isl Sub 41.7033° N,  71.1650° W
Falling Creek entrance, James River, Virginia       Sub 37.4333° N,  77.4333° W
Falmouth Foreside, Casco Bay, Maine                 Sub 43.7317° N,  70.2050° W
Falmouth Foreside, Maine                            Sub 43.7317° N,  70.2050° W
Falmouth Heights, Nantucket Sound, Massachusetts    Sub 41.5450° N,  70.5933° W
Falmouth Heights, Nantucket Sound, Massachusetts    Sub 41.5450° N,  70.5983° W
False Bay, British Columbia                         Ref 49.5000° N, 124.3500° W
False Bay, British Columbia (2)                     Ref 49.5000° N, 124.3500° W
False Bay, Chatham Strait, Alaska                   Ref 57.9667° N, 134.9350° W
False Cape, Virginia                                Sub 36.6033° N,  75.8817° W
False Creek, British Columbia                       Ref 49.2667° N, 123.1333° W
False Creek, British Columbia (2)                   Ref 49.2667° N, 123.1333° W
False Pass, Isanotski Strait, Unimak Island, Alaska Sub 54.8667° N, 163.4000° W
False Pass, Isanotski Strait, Unimak Island, Alaska Sub 54.8667° N, 163.4000° W
False River, San Joaquin River, California          Sub 38.0500° N, 121.6500° W
False River, San Joaquin River, California          Sub 38.0550° N, 121.6550° W
False Strait, Nunavut                               Ref 71.9833° N,  95.0167° W
Fare Ute Point, Papeete Harbor, Tahiti              Ref 17.5350° S, 149.5717° W
Farewell, Newfoundland                              Ref 49.5500° N,  54.4667° W
Farmdale, East Bay, St. Andrew Bay, Florida         Sub 30.0167° N,  85.4700° W
Farmdale, East Bay, St. Andrew Bay, Florida         Sub 30.0167° N,  85.4700° W
Fat Deer Key, Florida Bay, Florida                  Sub 24.7333° N,  81.0167° W
Fat Deer Key, Florida Bay, Florida                  Sub 24.7333° N,  81.0183° W
Fauntleroy Point Light, 0.8 mile ESE of, Washington Sub 48.5200° N, 122.7697° W
Fauntleroy Point Light, 0.89 mile ESE of, Washingto Sub 48.5167° N, 122.7667° W
Favorite Bay, Kootznahoo Inlet, Alaska              Sub 57.4833° N, 134.5500° W
Favorite Bay, Kootznahoo Inlet, Alaska              Sub 57.4833° N, 134.5500° W
Federal Point, Cape Fear River, North Carolina      Sub 33.9617° N,  77.9400° W
Felixstowe, England - READ flaterco.com/pol.html    Ref 51.9563° N,   1.3500° E
Fells Point, Baltimore Harbor, Maryland             Sub 39.2833° N,  76.5833° W
Fenimore Pass, Alaska                               Sub 51.9667° N, 175.5833° W
Fenimore Pass, Aleutian Islands, Alaska             Sub 51.9667° N, 175.5833° W
Fenimore Rock, 1.2 miles southwest of, Alaska Curre Sub 51.9667° N, 175.5667° W
Fenwick Island Cut, South Edisto River, South Carol Sub 32.5350° N,  80.4133° W
Fenwick Island Light, Delaware                      Sub 38.4500° N,  75.0500° W
Fenwick Island, South Carolina                      Sub 32.5600° N,  80.4183° W
Fenwick Island, South Edisto River, South Carolina  Sub 32.5600° N,  80.4183° W
Fermeuse, Newfoundland                              Ref 46.9667° N,  52.9667° W
Fernandina Beach, Amelia River, Florida             Ref 30.6717° N,  81.4650° W
Fernandina Beach, Amelia River, Florida             Ref 30.6717° N,  81.4667° W
Fernandina Beach, Amelia River, Florida (2)         Ref 30.6717° N,  81.4667° W
Fernandina Beach, Amelia River, Florida (3)         Ref 30.6717° N,  81.4667° W
Fernandina Beach, Amelia River, Florida (4)         Ref 30.6717° N,  81.4667° W
Fernandina Beach, Amelia River, Florida (5)         Ref 30.6717° N,  81.4667° W
Fernandina Beach, Amelia River, Florida (6)         Ref 30.6717° N,  81.4667° W
Fernandina Beach, Amelia River, Florida (7)         Ref 30.6717° N,  81.4667° W
Fernandina Beach, Amelia River, Florida (8)         Ref 30.6717° N,  81.4667° W
Fernando de Noronha, Brazil                         Sub  3.8333° S,  32.4167° W
Ferndale, Strait of Georgia, Washington             Ref 48.8333° N, 122.7167° W
Ferndale, Strait of Georgia, Washington             Sub 48.8333° N, 122.7167° W
Ferndale, Strait of Georgia, Washington (2)         Sub 48.8333° N, 122.7166° W
Ferry Cove, Eastern Bay, Maryland                   Sub 38.7667° N,  76.3250° W
Ferry Cove, Tilghman Island, Chesapeake Bay, Maryla Sub 38.7650° N,  76.3283° W
Ferry Point (bridge), Chickahominy River, Virginia  Sub 37.2667° N,  76.8833° W
Ferry Point (bridge), Chickahominy River, Virginia  Sub 37.2633° N,  76.8783° W
Ferry Reach (Biological Station), Bermuda Islands   Sub 32.3667° N,  64.7000° W
Fidalgo Head, Washington Current                    Sub 47.4833° N, 122.7000° W
Fields Cut, Wright River, New River, South Carolina Sub 32.0867° N,  80.9333° W
Fields Cut, Wright River, South Carolina            Sub 32.0867° N,  80.9333° W
Fields Landing, Humboldt Bay, California            Sub 40.7233° N, 124.2217° W
Fields Landing, Humboldt Bay, California            Sub 40.7233° N, 124.2216° W
Fields Point, Combahee River, South Carolina        Sub 32.5667° N,  80.5617° W
Fields Point, Combahee River, South Carolina        Sub 32.5683° N,  80.5533° W
Fieldsboro, New Jersey                              Sub 40.1367° N,  74.7367° W
Fieldsboro, New Jersey                              Sub 40.1367° N,  74.7367° W
Fife Island, Australia                              Ref 13.6500° S, 143.7167° E
Fig Island, north of, Back River, Georgia Current   Sub 32.0850° N,  81.0500° W
Filbin Creek Reach, 0.2 mile east of, Cooper River, Sub 32.8880° N,  79.9605° W
Filbin Creek Reach, Buoy '58', Cooper River, South  Sub 32.8963° N,  79.9612° W
Filbin Creek Reach, Cooper River, South Carolina Cu Sub 32.8887° N,  79.9653° W
Finch Cove, Seguam Island, Alaska                   Sub 52.3833° N, 172.4000° W
Finch Cove, Seguam Island, Aleutian Islands, Alaska Sub 52.3833° N, 172.4000° W
Finger Bay, Kuluk Bay, Adak Island, Alaska          Sub 51.8333° N, 176.6166° W
Finger Point, Lindenburg Peninsula, Alaska          Sub 56.6833° N, 132.9500° W
Finlayson Arm, British Columbia                     Ref 48.5000° N, 123.5500° W
Finnerty Cove, British Columbia                     Ref 48.4667° N, 123.3000° W
Finnerty Cove, British Columbia (2)                 Ref 48.4667° N, 123.3000° W
Finnsbu, Greenland                                  Sub 63.4000° N,  41.2833° W
Finsch Harbour, Papua New Guinea                    Ref  6.5500° S, 147.8500° E
Finsch Islands, Greenland                           Sub 73.9833° N,  21.1333° W
Fire Island Breakwater, Long Island, New York       Sub 40.6167° N,  73.3000° W
Fire Island Coast Guard Station, Great South Bay, N Sub 40.6267° N,  73.2600° W
Fire Island Coast Guard Station, Long Island, New Y Sub 40.6267° N,  73.2600° W
Fire Island Light, Great South Bay, New York        Sub 40.6350° N,  73.2200° W
Fire Island Radiobeacon, Long Island, New York      Sub 40.6350° N,  73.2200° W
Fire Island, Alaska                                 Sub 61.1667° N, 150.2000° W
Fire Island, Cook Inlet, Alaska                     Sub 61.1733° N, 150.2033° W
First Narrows, British Columbia Current             Ref 49.3167° N, 123.1333° W
Fish Creek, Berrys Creek, Hackensack River, New Jer Sub 40.7933° N,  74.0917° W
Fish Creek, Berrys Creek, Hackensack River, New Jer Sub 40.7933° N,  74.0917° W
Fishermans Island, Chesapeake Bay, Virginia         Sub 37.0967° N,  75.9833° W
Fishermans Island, Chesapeake Bay, Virginia         Sub 37.0967° N,  75.9817° W
Fishermans Rest, Florida                            Sub 29.7333° N,  83.5333° W
Fishermans Rest, Florida                            Sub 29.7333° N,  83.5333° W
Fishermans Rock, New Zealand                        Sub 41.0667° S, 174.6000° E
Fishguard, Wales - READ flaterco.com/pol.html       Ref 52.0128° N,   4.9826° W
Fishing Battery Light, Susquehanna River, Maryland  Sub 39.5000° N,  76.0833° W
Fishing Bay, New Zealand                            Sub 46.1000° S, 166.6500° E
Fishing Bend, Santa Rosa Sound, Florida             Sub 30.3367° N,  87.1367° W
Fishing Bend, Santa Rosa Sound, Florida             Sub 30.3333° N,  87.1333° W
Fishing Creek entrance, Delaware Bay, New Jersey    Sub 39.2150° N,  75.1600° W
Fishing Creek entrance, Delaware Bay, New Jersey    Sub 39.2167° N,  75.1583° W
Fishing Point, Fishing Bay, Chesapeake Bay, Marylan Sub 38.3083° N,  76.0183° W
Fishmaster's Harbour, Sondre Stromfjord, Greenland  Sub 66.0167° N,  53.4833° W
Fitzgibbon Cove, Alaska                             Sub 55.9833° N, 131.1750° W
Fitzgibbon Cove, Alaska                             Sub 55.9833° N, 131.1666° W
Fitzroy Island, Australia                           Ref 16.9167° S, 146.0000° E
Five Fathom Creek entrance, Bulls Bay, South Caroli Sub 33.0000° N,  79.5000° W
Five Fathom Creek entrance, South Carolina          Sub 33.0000° N,  79.4967° W
Five Islands, Nova Scotia                           Ref 45.3833° N,  64.1167° W
Five Islands, Nova Scotia (2)                       Ref 45.3833° N,  64.0667° W
Flamingo, Florida Bay, Florida                      Sub 25.1417° N,  80.9233° W
Flamingo, Florida Bay, Florida                      Sub 25.1417° N,  80.9233° W
Flat Creek, Manahawkin Bay, New Jersey              Sub 39.7067° N,  74.1917° W
Flat Creek, Manahawkin Bay, New Jersey              Sub 39.7067° N,  74.1917° W
Flat Island, Nova Scotia                            Ref 43.5000° N,  66.0000° W
Flaxman Island, Alaska                              Sub 70.1833° N, 145.8333° W
Flaxman Island, Alaska                              Sub 70.1833° N, 145.8333° W
Fleet Point, Chesapeake Bay, Virginia               Sub 37.8133° N,  76.2750° W
Fleeton Point, Chesapeake Bay, Virginia             Sub 37.8133° N,  76.2750° W
Fleming Key, north end, Florida                     Sub 24.5917° N,  81.7950° W
Fleming Point 1.7 mi SW, San Francisco Bay, Califor Sub 37.8500° N, 122.3500° W
Flinders Bay, Australia                             Ref 34.3333° S, 115.1667° E
Flinders Island, Australia                          Ref 14.1667° S, 144.1667° E
Flinders Reef, Coral Sea                            Ref 17.8667° S, 148.5667° E
Flock Pigeon Island, Australia                      Ref 22.1167° S, 149.5667° E
Florence Cove, British Columbia                     Ref 50.3000° N, 125.1667° W
Florence Cove, British Columbia (2)                 Ref 50.3000° N, 125.1667° W
Florence, Siuslaw River, Oregon                     Sub 43.9667° N, 124.1033° W
Florence, Siuslaw River, Oregon                     Sub 43.9667° N, 124.1000° W
Florianópolis, Brazil                               Sub 27.6000° S,  48.5667° W
Florida Bay (East), Florida                         Ref 24.8367° N,  80.7667° W
Florida Bay (West), Florida                         Ref 24.8400° N,  80.7800° W
Florida Passage (south), Georgia Current (6d)       Sub 31.8297° N,  81.1578° W
Florida Passage, Bear River, Georgia                Sub 31.8167° N,  81.1667° W
Florida Passage, Bear River, Georgia                Sub 31.8167° N,  81.1667° W
Florida Passage, N of, Ogeechee River, Georgia Curr Sub 31.8567° N,  81.1433° W
Florida Passage, Ogeechee River, Georgia            Sub 31.8500° N,  81.1500° W
Florida Passage, Ogeechee River, Georgia            Sub 31.8533° N,  81.1467° W
Florida Power, Crystal River, Florida               Sub 28.9600° N,  82.7250° W
Florida Power, Florida                              Sub 28.9600° N,  82.7250° W
Flowers Cove, Newfoundland                          Ref 51.3000° N,  56.7333° W
Floyd Creek, 2.8 miles above entrance, Georgia      Sub 30.9333° N,  81.5000° W
Floyd Creek, 2.8 miles above entrance, Georgia      Sub 30.9367° N,  81.5067° W
Flynn Cove, Icy Strait, Alaska                      Sub 58.2000° N, 135.5833° W
Flynn Cove, Icy Strait, Alaska                      Sub 58.2000° N, 135.5833° W
Fogo Harbour, Newfoundland                          Sub 49.7167° N,  54.2667° W
Folly Beach, Folly River bridge, Folly Island, Sout Sub 32.6617° N,  79.9450° W
Folly Creek, Hwy. 171 bridge, South Carolina        Sub 32.6750° N,  79.9517° W
Folly Creek, Hwy. 171 bridge, South Carolina        Sub 32.6750° N,  79.9517° W
Folly Creek, Metompkin Inlet, Virginia              Sub 37.6967° N,  75.6350° W
Folly Creek, Metompkin Inlet, Virginia              Sub 37.6967° N,  75.6350° W
Folly I. Channel, N of Ft. Johnson, South Carolina  Sub 32.7697° N,  79.9012° W
Folly Island (outer coast), South Carolina          Sub 32.6500° N,  79.9333° W
Folly Island (outer coast), South Carolina          Sub 32.6500° N,  79.9333° W
Folly Reach, Buoy '5', South Carolina Current       Sub 32.7763° N,  79.8992° W
Folly River and Cardigan River, between, Georgia Cu Sub 31.4417° N,  81.3367° W
Folly River Bridge, Flooy Island, South Carolina    Sub 32.6617° N,  79.9450° W
Folly River, north, Folly Island, South Carolina    Sub 32.6700° N,  79.9167° W
Folly River, north, Folly Island, South Carolina    Sub 32.6700° N,  79.9167° W
Ford Harbour, Labrador                              Ref 56.4500° N,  61.2000° W
Fords Cove, B.C.                                    Sub 55.6167° N, 130.1000° W
Fore River, Casco Bay, Maine                        Sub 43.6417° N,  70.2850° W
Fore River, Maine                                   Sub 43.6417° N,  70.2850° W
Forestville, Québec                                 Ref 48.7333° N,  69.0833° W
Forge Pond, Metedeconk River, New Jersey            Sub 40.0650° N,  74.1350° W
Forge Pond, New Jersey                              Sub 40.0650° N,  74.1350° W
Forked River, Barnegat Bay, New Jersey              Sub 39.8250° N,  74.1733° W
Forked River, Barnegat Bay, New Jersey              Sub 39.8250° N,  74.1733° W
Forrester Island, Dall Island, Alaska               Sub 54.8333° N, 133.5333° W
Forster, Australia                                  Ref 32.1833° S, 152.5000° E
Fort Bragg Landing, California                      Sub 39.4433° N, 123.8133° W
Fort Bragg Landing, California                      Sub 39.4500° N, 123.8167° W
Fort Canby, Jetty 'A', Washington                   Sub 46.2683° N, 124.0367° W
Fort Canby, Jetty A, Columbia River, Washington     Sub 46.2667° N, 124.0366° W
Fort Carroll, Maryland                              Sub 39.2167° N,  76.5167° W
Fort Caswell, Cape Fear River, North Carolina       Sub 33.9000° N,  78.0167° W
Fort Caswell, Cape Fear River, North Carolina       Sub 33.8967° N,  78.0167° W
Fort Chimo, Québec                                  Ref 58.1000° N,  68.3167° W
Fort Churchill, Manitoba                            Ref 58.7667° N,  94.0667° W
Fort Conger, Discovery Harbour, Ellesmere Island, N Ref 81.7333° N,  64.7333° W
Fort Conger, Discovery Harbour, Ellesmere Island, N Sub 81.7333° N,  64.7333° W
Fort Eustis, Mulberry Point, James River, Virginia  Sub 37.1367° N,  76.6333° W
Fort Fremont, Beaufort River, South Carolina        Sub 32.3067° N,  80.6450° W
Fort Fremont, Beaufort River, South Carolina        Sub 32.3067° N,  80.6450° W
Fort Gaines, Mobile Bay Entrance, Alabama           Sub 30.2500° N,  88.0667° W
Fort George Island, Fort George River, Florida      Ref 30.4400° N,  81.4383° W
Fort George Island, Fort George River, Florida      Sub 30.4400° N,  81.4383° W
Fort George Island, Fort George River, Florida (2)  Ref 30.4400° N,  81.4383° W
Fort George Island, Fort George River, Florida (3)  Sub 30.4400° N,  81.4383° W
Fort Hamilton, The Narrows, Brooklyn, New York      Sub 40.6083° N,  74.0350° W
Fort Hamilton, The Narrows, New York                Sub 40.6083° N,  74.0350° W
Fort Jackson, Savannah River, Georgia               Sub 32.0833° N,  81.0333° W
Fort Jackson, Savannah River, Georgia               Sub 32.0817° N,  81.0367° W
Fort Johnson, Charleston Harbor, South Carolina     Sub 32.7517° N,  79.8983° W
Fort Johnson, South Carolina                        Sub 32.7517° N,  79.8983° W
Fort Macon, 0.2 mile NE of, Beaufort Inlet, North C Sub 34.6997° N,  76.6753° W
Fort Macon, 0.2 mile NE of, Beaufort Inlet, North C Sub 34.6997° N,  76.6753° W
Fort Macon, 0.6 mile SE of, Beaufort Inlet, North C Sub 34.6858° N,  76.6683° W
Fort Macon, USCG Station, North Carolina            Sub 34.6983° N,  76.6817° W
Fort Macon, USCG Station, North Carolina            Sub 34.7000° N,  76.6833° W
Fort Matanzas, Matanzas River, ICWW, Florida        Sub 29.7150° N,  81.2383° W
Fort McAllister, Ogeechee River, Georgia            Sub 31.8833° N,  81.2167° W
Fort McAllister, Ogeechee River, Georgia            Sub 31.8833° N,  81.2167° W
Fort McHenry Marsh, Patapsco River, Maryland        Sub 39.2617° N,  76.5850° W
Fort Myers, Caloosahatchee River, Florida           Ref 26.6483° N,  81.8717° W
Fort Myers, Caloosahatchee River, Florida (sub)     Sub 26.6467° N,  81.8717° W
Fort Myers, Florida                                 Ref 26.6467° N,  81.8717° W
Fort Myers, Florida (2) (expired 1999-03-25)        Ref 26.6467° N,  81.8717° W
Fort Myers, Florida (3)                             Sub 26.6467° N,  81.8717° W
Fort Pierce (inside), Indian River, Florida         Ref 27.4567° N,  80.3233° W
Fort Pierce (inside), Indian River, Florida (2)     Sub 27.4567° N,  80.3233° W
Fort Pierce Inlet, Florida                          Sub 27.4683° N,  80.2967° W
Fort Pierce Inlet, Florida                          Sub 27.4683° N,  80.2967° W
Fort Pierce Inlet, south jetty, Florida             Sub 27.4700° N,  80.2883° W
Fort Pierce Inlet, south jetty, Florida             Sub 27.4700° N,  80.2883° W
Fort Pierce, Indian River, Florida                  Sub 27.4567° N,  80.3233° W
Fort Point, 0.3 nmi. west of, California Current (7 Sub 37.8092° N, 122.4828° W
Fort Point, Penobscot River, Maine                  Sub 44.4667° N,  68.8117° W
Fort Point, Portsmouth Harbor, New Hampshire        Ref 43.0717° N,  70.7117° W
Fort Point, Portsmouth Harbor, New Hampshire        Sub 43.0717° N,  70.7117° W
Fort Point, Portsmouth Harbor, New Hampshire (sub)  Sub 43.0717° N,  70.7117° W
Fort Point, York Harbor, Maine                      Sub 43.1300° N,  70.6383° W
Fort Popham, Hunniwell Point, Kennebec River, Maine Ref 43.7550° N,  69.7850° W
Fort Popham, Hunniwell Point, Kennebec River, Maine Sub 43.7550° N,  69.7883° W
Fort Popham, Kennebec River, Maine                  Sub 43.7500° N,  69.7833° W
Fort Pulaski, 1.8 miles above, Georgia Current      Sub 32.0450° N,  80.9317° W
Fort Pulaski, 4.8 miles above, Georgia Current      Sub 32.0750° N,  80.9767° W
Fort Pulaski, Georgia Current                       Sub 32.0367° N,  80.9017° W
Fort Pulaski, Savannah River Entrance, Georgia      Ref 32.0333° N,  80.9017° W
Fort Ross, California                               Sub 38.5133° N, 123.2450° W
Fort Ross, California                               Sub 38.5167° N, 123.2500° W
Fort Ross, Nunavut                                  Ref 72.0167° N,  94.2333° W
Fort Sumter Range, Buoy '14', South Carolina Curren Sub 32.7243° N,  79.8100° W
Fort Sumter Range, Buoy '2', South Carolina Current Sub 32.6830° N,  79.7260° W
Fort Sumter Range, Buoy '20', South Carolina Curren Sub 32.7405° N,  79.8445° W
Fort Sumter Range, Buoy '4', South Carolina Current Sub 32.6977° N,  79.7557° W
Fort Sumter Range, Buoy '8', South Carolina Current Sub 32.7150° N,  79.7923° W
Fort Sumter, Charleston Harbor, South Carolina      Sub 32.7533° N,  79.8767° W
Fort Sumter, South Carolina                         Sub 32.7533° N,  79.8767° W
Fort Wadsworth, The Narrows, Staten Island, New Yor Sub 40.6067° N,  74.0550° W
Fort Wadsworth, The Narrows, Staten Island, New Yor Ref 40.6067° N,  74.0550° W
Fort Wadsworth, The Narrows, Staten Island, New Yor Sub 40.6067° N,  74.0550° W
Fort Washington, Maryland                           Sub 38.7167° N,  77.0333° W
Fort-de-France, Martinique                          Sub 14.5833° N,  61.0500° W
Fortaleza, Brazil                                   Sub  3.7167° S,  38.4833° W
Forteau Bay, Strait of Bell Isle, Labrador          Ref 51.4500° N,  56.8833° W
Forteau Bay, Strait of Bell Isle, Labrador (2)      Sub 51.4500° N,  56.8833° W
Fortescue Creek, New Jersey                         Ref 39.2383° N,  75.1750° W
Fortescue Road, Australia                           Ref 21.0000° S, 116.1000° E
Fossil River entrance, St. Lawrence Island, Alaska  Sub 63.4667° N, 170.0167° W
Foulke Fiord, Nunavut                               Ref 78.3000° N,  72.6333° W
Foulweather Bluff, Washington                       Sub 47.9267° N, 122.6167° W
Foulweather Bluff, Washington                       Sub 47.9267° N, 122.6167° W
Foulweather Bluff, Washington Current               Sub 47.9500° N, 122.5667° W
Foulweather Bluff, Washington Current               Sub 47.9317° N, 122.6388° W
Foulweather Bluff, Washington Current (2)           Sub 47.9542° N, 122.5792° W
Four Mile Point, St. Marks River, Florida Current   Sub 30.1117° N,  84.2033° W
four miles north of, Block Island, Rhode Island Cur Sub 41.3000° N,  71.5333° W
Fourchu, Nova Scotia                                Ref 45.7167° N,  60.2500° W
Fowey Rocks, Florida                                Sub 25.5833° N,  80.1000° W
Fowl River, Mobile Bay Entrance, Alabama            Sub 30.4333° N,  88.1167° W
Fowl River, Mobile Bay Entrance, Alabama            Sub 30.4333° N,  88.1167° W
Fowler Island, 0.1 mile NNW of, Housatonic River, C Sub 41.2400° N,  73.1038° W
Fox Bay, Kupreanof Peninsula, Alaska                Sub 55.6333° N, 159.6166° W
Fox Bay, Kupreanof Peninsula, Alaska                Sub 55.6333° N, 159.6167° W
Fox Bay, Whale Island, Alaska                       Sub 57.9833° N, 152.7500° W
Fox Bay, Whale Island, Alaska                       Sub 57.9833° N, 152.7500° W
Fox Island, Miramich, New Brunswick                 Ref 47.1167° N,  65.0500° W
Fox Island, Newfoundland                            Ref 48.7333° N,  58.7000° W
Fox Point, south of, Providence River, Rhode Island Sub 41.8133° N,  71.4000° W
Franklin Bay, Nunavut/NWT                           Ref 69.9500° N, 126.9167° W
Franklin City, Chincoteague Bay, Virginia           Sub 38.0067° N,  75.3817° W
Franklin City, Virginia                             Sub 38.0067° N,  75.3833° W
Franklin River, British Columbia                    Ref 49.1000° N, 124.8167° W
Franklin River, British Columbia (2)                Ref 49.1000° N, 124.8167° W
Frazier Point, South Carolina                       Sub 33.3167° N,  79.2833° W
Frazier Point, South Carolina                       Sub 33.3167° N,  79.2833° W
Frazier Point, south of, South Carolina Current     Sub 33.2950° N,  79.2728° W
Frazier Point, west of, South Carolina Current      Sub 33.3097° N,  79.2867° W
Frederica River, Georgia                            Sub 31.2167° N,  81.4000° W
Frederica River, Georgia                            Sub 31.2217° N,  81.3933° W
Frederick River Bridge, Georgia                     Sub 31.1683° N,  81.4133° W
Frederick River Bridge, Georgia                     Sub 31.1667° N,  81.4167° W
Frederick Sound, British Columbia                   Ref 51.0500° N, 126.7333° W
Fredericksburg, Rappahannock River, Virginia        Sub 38.2983° N,  77.4533° W
Fredericton, New Brunswick                          Ref 45.9667° N,  66.6500° W
Frederiksdal, Greenland                             Sub 60.0000° N,  44.6667° W
Frederikshåb, Greenland                             Sub 62.0000° N,  49.7167° W
Freeport Creek, Long Island, New York               Sub 40.6417° N,  73.5700° W
Freeport Harbor, Texas                              Ref 28.9467° N,  95.3083° W
Freeport Harbor, Texas (2)                          Sub 28.9483° N,  95.3083° W
Freeport, Baldwin Bay, Hempstead Bay, New York      Sub 40.6333° N,  73.5867° W
Freeport, Baldwin Bay, Long Island, New York        Sub 40.6333° N,  73.5867° W
Freeport, DOW Barge Canal, Texas                    Ref 28.9483° N,  95.3083° W
Freeport, DOW Barge Canal, Texas                    Ref 28.9483° N,  95.3083° W
Freeport, DOW Barge Canal, Texas (sub)              Sub 28.9483° N,  95.3083° W
Freestone Point, 2.3 miles east of, Maryland Curren Sub 38.5963° N,  77.1980° W
Fremantle, Australia                                Ref 32.0500° S, 115.7333° E
Frenchman's Cove, Bay of Islands, Newfoundland      Sub 49.0667° N,  58.1667° W
Fresh Creek, Andros Island, Bahamas                 Ref 24.7333° N,  77.8000° W
Fresh Creek, Andros Island, Bahamas (2)             Sub 24.7333° N,  77.8000° W
Freshwater Bay, Chichagof Island, Alaska            Sub 57.8500° N, 135.0167° W
Freshwater Bay, Chichagof Island, Alaska            Sub 57.8500° N, 135.0166° W
Freshwater Canal Locks, Louisiana                   Ref 29.5550° N,  92.3050° W
FRF Pier, Duck, North Carolina                      Ref 36.1833° N,  75.7467° W
Friday Harbor, San Juan Channel, Washington         Ref 48.5500° N, 123.0000° W
Friday Harbor, San Juan Channel, Washington (2)     Ref 48.5500° N, 123.0000° W
Friday Harbor, San Juan Island, San Juan Channel, W Ref 48.5467° N, 123.0100° W
Friday Harbor, San Juan Island, San Juan Channel, W Sub 48.5467° N, 123.0100° W
Friday Harbor, San Juan Island, Washington          Ref 48.5467° N, 123.0100° W
Friday Harbor, San Juan Island, Washington (2)      Sub 48.5467° N, 123.0100° W
Friendship Harbor, Maine                            Sub 43.9700° N,  69.3417° W
Friendship Harbor, Maine                            Sub 43.9700° N,  69.3417° W
Fripp Inlet Bridge, South Carolina                  Sub 32.3400° N,  80.4650° W
Fripps Inlet, Fripps Island, South Carolina Current Sub 32.3400° N,  80.4650° W
Fripps Inlet, Hunting Island Bridge, St. Helena Sou Ref 32.3400° N,  80.4650° W
Fripps Inlet, Hunting Island Bridge, St. Helena Sou Sub 32.3400° N,  80.4650° W
Fritz Cove, Douglas Island, Alaska                  Sub 58.3167° N, 134.6000° W
Fritz Cove, Douglas Island, Alaska                  Sub 58.3167° N, 134.6000° W
Front Island, New Zealand                           Sub 45.7000° S, 166.7333° E
Front River, Georgia Current (13d)                  Sub 31.5133° N,  81.2983° W
Frontera, Tabasco, Mexico                           Ref 18.5333° N,  92.6500° W
Frontera, Tabasco, Mexico (2)                       Sub 18.5333° N,  92.6500° W
Frost-Willow Island, between, Washington Current    Sub 48.5167° N, 122.8167° W
Frost-Willow Island, between, Washington Current    Sub 48.5392° N, 122.8308° W
Ft. George River (Loon Point), Québec               Ref 53.8500° N,  79.0500° W
Ft. Sumter, 0.6 n.mi. NW of, South Carolina Current Sub 32.7612° N,  79.8672° W
Ft. Taylor, 0.6 mile N of, Key West, Florida Curren Sub 24.5583° N,  81.8100° W
Fulford Harbour, British Columbia                   Ref 48.7667° N, 123.4500° W
Fulford Harbour, British Columbia (2)               Ref 48.7667° N, 123.4500° W
Fulton, Florida                                     Sub 30.3900° N,  81.5067° W
Fulton, St. Johns River, Florida                    Ref 30.3900° N,  81.5067° W
Fulton, St. Johns River, Florida (2)                Ref 30.3900° N,  81.5067° W
Fulton, St. Johns River, Florida (3)                Ref 30.3900° N,  81.5067° W
Fulton, St. Johns River, Florida (4)                Ref 30.3900° N,  81.5067° W
Fulton, St. Johns River, Florida (5)                Sub 30.3900° N,  81.5067° W
Fundy (Offshore 1), Nova Scotia                     Ref 42.8167° N,  63.2167° W
Fundy (Offshore 21), Nova Scotia                    Ref 42.6167° N,  64.3667° W
Fundy (Offshore 22a), Nova Scotia                   Ref 42.1167° N,  65.0500° W
Fundy (Offshore 22b), Nova Scotia                   Ref 42.0500° N,  65.6333° W
Fundy (Offshore 23), Nova Scotia                    Ref 40.3667° N,  67.7500° W
Fundy (Offshore 3), Nova Scotia                     Ref 41.7333° N,  65.8000° W
Fundy (Offshore 4), Nova Scotia                     Ref 40.7500° N,  66.8500° W
Fundy (Offshore 6), Nova Scotia                     Ref 42.4667° N,  67.7167° W
Funter, Funter Bay, Lynn Canal, Alaska              Sub 58.2500° N, 134.9000° W
Funter, Funter Bay, Lynn Canal, Alaska              Sub 58.2500° N, 134.9000° W
